D857EF,Samsung
D860B0,Samsung
D8E0E1,Samsung
DC7196,Samsung
E09971,Samsung
E0AADB,Samsung
E498D1,Samsung
E4B021,Samsung
E89309,Samsung
EC107B,Samsung
EC1F72,Samsung
F025B7,Samsung
F0257E,Samsung
F0B4D2,Samsung
F0E77E,Samsung
F40E22,Samsung
F4428F,Samsung
F44227,Samsung
F46D04,Samsung
F8042E,Samsung
FC1910,Samsung
FC8F90,Samsung
FCA183,Samsung
000FE2,Google
1412E6,Google
2C9966,Google
3C5A2B,Google
406C8F,Google
54609A,Google
5828CA,Google
6CA7A2,Google
94EB2C,Google
A4771A,Google
D49A20,Google
F4F5E8,Google
F4F5D8,Google
E8D0FC,Google
001E65,Intel
001E67,Intel
0021E6,Intel
003EE1,Intel
004033,Intel
0050F1,Intel
005056,Intel
0060B3,Intel
006097,Intel
0090CC,Intel
00A0C6,Intel
00D0B7,Intel
100BA9,Intel
3C970E,Intel
482AE3,Intel
4CEB42,Intel
683B78,Intel
6C8814,Intel
8086F2,Intel
842615,Intel
9C5C8E,Intel
A0C589,Intel
B4B675,Intel
F4068D,Intel
F40669,Intel
F48C50,Intel
FC774A,Intel
18FE34,Espressif
240AC4,Espressif
2462AB,Espressif
3010E4,Espressif
3494AF,Espressif
7894B4,Espressif
807D3A,Espressif
8418D6,Espressif
8C4B14,Espressif
940C6D,Espressif
A0A3B3,Espressif
A4CF12,Espressif
AC67B2,Espressif
B4E62D,Espressif
B827EB,Espressif
BC6174,Espressif
BCDDC2,Espressif
C44F33,Espressif
C4DD57,Espressif
C8C9A3,Espressif
CC50E3,Espressif
D4D4DA,Espressif
D8BFC0,Espressif
DCA632,Espressif
E0E2E6,Espressif
E868E7,Espressif
F008D1,Espressif
F0F5BD,Espressif
FC67A2,Espressif
000E8F,Cisco
001E7A,Cisco
0024C4,Cisco
0025B5,Cisco
005056,Cisco
0C2796,Cisco
34DBF7,Cisco
442B03,Cisco
6886A7,Cisco
8843E1,Cisco
C4B36A,Cisco
EC44AA,Cisco
F414FC,Cisco
002590,Huawei
002EC7,Huawei
004F1A,Huawei
0C96E6,Huawei
20A680,Huawei
24DF6A,Huawei
28310E,Huawei
34CDBE,Huawei
3C4711,Huawei
40DC9D,Huawei
482CB6,Huawei
4C1FCE,Huawei
4CB16C,Huawei
542758,Huawei
5C09C1,Huawei
60DE44,Huawei
680715,Huawei
70728B,Huawei
7825AD,Huawei
7C602A,Huawei
80B686,Huawei
84A8E4,Huawei
88CEFA,Huawei
9017AC,Huawei
9C28EF,Huawei
A4BA76,Huawei
AC4E91,Huawei
B4CD27,Huawei
C01173,Huawei
C40415,Huawei
C8D15E,Huawei
D46AA8,Huawei
D8C8E9,Huawei
E0247F,Huawei
E4A749,Huawei
EC388F,Huawei
F44C7F,Huawei
F8D111,Huawei
FC48EF,Huawei
0471E3,Xiaomi
100480,Xiaomi
143F0B,Xiaomi
183925,Xiaomi
200DB0,Xiaomi
2871CE,Xiaomi
3480B3,Xiaomi
380117,Xiaomi
40311D,Xiaomi
44011A,Xiaomi
50644F,Xiaomi
581FEF,Xiaomi
5C0272,Xiaomi
640980,Xiaomi
6C5CDE,Xiaomi
7451BA,Xiaomi
7802F8,Xiaomi
7C1DD9,Xiaomi
840D8E,Xiaomi
8CB8B4,Xiaomi
9C9968,Xiaomi
A4D9A0,Xiaomi
AC61EA,Xiaomi
B0E235,Xiaomi
B4A5AC,Xiaomi
BC5FF4,Xiaomi
C40BC3,Xiaomi
C8D7B0,Xiaomi
CC9E00,Xiaomi
D4B70D,Xiaomi
DCFE18,Xiaomi
E47723,Xiaomi
EC01EE,Xiaomi
F0B429,Xiaomi
F4F168,Xiaomi
F8A763,Xiaomi
FC641E,Xiaomi
84CCA8,TP-Link
C04A00,TP-Link
E894F6,TP-Link
5091E3,TP-Link
B09575,TP-Link
30B49E,TP-Link
C025A2,TP-Link
2CE412,TP-Link
9CC9EB,TP-Link
ECEEB8,TP-Link
542A1B,TP-Link
8C210A,TP-Link
D8EB97,Raspberry
B827EB,Raspberry
DCA632,Raspberry
E45F01,Raspberry
0024A5,Buffalo
C86C87,Buffalo
082E5F,HP
308D99,HP
3C4A92,HP
8058F8,HP
685D43,Intel
A0369F,Intel
64D2C4,Intel
F81654,Intel
4CE176,Intel
74E5F9,Intel
E0D55E,Intel
0050B6,Microsoft
0050F2,Microsoft
285A14,Microsoft
B4AE2B,Microsoft
D89EF3,Microsoft
60455E,Microsoft
001DD8,Microsoft
705A0F,Netgear
A021B7,Netgear
4C60DE,Netgear
B0487A,Netgear
C43DC7,Netgear
E46F13,Netgear
CC40D0,Netgear
006F64,Sony
009520,Sony
0013A9,Sony
001E45,Sony
002D95,Sony
081F71,Sony
2C37CE,Sony
40B837,Sony
5453ED,Sony
7001B5,Sony
843838,Sony
A0E453,Sony
B0726F,Sony
C4346B,Sony
D8D43C,Sony
F8DA0C,Sony
FC0FE6,Sony
08F4AB,LG
10F96F,LG
282D7F,LG
2C54CF,LG
34E6AD,LG
58A2B5,LG
5CF286,LG
6C833A,LG
78F882,LG
88C9D0,LG
94B97E,LG
C0A88D,LG
C49A02,LG
CC2D8C,LG
E8F2E2,LG
F81A67,LG
FC8399,LG
000D93,Motorola
00143E,Motorola
1402EC,Motorola
285AEB,Motorola
40886A,Motorola
588A5A,Motorola
68E7C2,Motorola
7C464C,Motorola
94BF94,Motorola
B0A4F0,Motorola
D0B128,Motorola
E0757D,Motorola
FC3598,Motorola
001E4F,Dell
0015C5,Dell
002219,Dell
D481D7,Dell
F01FAF,Dell
F48E38,Dell
3440B5,Dell
20040F,Amazon
0C47C9,Amazon
287054,Amazon
340B40,Amazon
446C24,Amazon
4CEFC0,Amazon
68372B,Amazon
68549E,Amazon
6854FD,Amazon
747548,Amazon
8404D2,Amazon
940455,Amazon
A002DC,Amazon
AC63BE,Amazon
B09FBA,Amazon
FCBC9C,Amazon
FCD2B6,Amazon
A0999B,Amazon
001C43,Aruba
000B86,Aruba
24DEC6,Aruba
6CF37F,Aruba
9C1C12,Aruba
D8C7C8,Aruba
001217,Cisco-Link
0018F8,Cisco-Link
001A70,Cisco-Link
002191,Cisco-Link
20AA4B,Cisco-Link
5C5015,Cisco-Link
6886A7,Cisco-Link
A4711E,Cisco-Link
C80E14,Cisco-Link
E89A8F,Cisco-Link
001195,D-Link
0005B9,D-Link
001346,D-Link
0015E9,D-Link
001BD4,D-Link
001CF0,D-Link
001E58,D-Link
002191,D-Link
14D64D,D-Link
1CAFF7,D-Link
1CBDB9,D-Link
283B82,D-Link
30B5C2,D-Link
340804,D-Link
3CDFBD,D-Link
7084B3,D-Link
7892B4,D-Link
848BCD,D-Link
9094E4,D-Link
9CD643,D-Link
B8A386,D-Link
BCF685,D-Link
C4A81D,D-Link
CC7B35,D-Link
F0B4D2,D-Link
F48CEB,D-Link
00248C,ASUSTeK
04421A,ASUSTeK
04D4C4,ASUSTeK
08606E,ASUSTeK
0C9D92,ASUSTeK
107B44,ASUSTeK
14DDA9,ASUSTeK
1C872C,ASUSTeK
244BFE,ASUSTeK
2CFDA1,ASUSTeK
305A3A,ASUSTeK
3085A9,ASUSTeK
3497F6,ASUSTeK
382C4A,ASUSTeK
3C7C3F,ASUSTeK
40167E,ASUSTeK
485B39,ASUSTeK
4CEDFB,ASUSTeK
50465D,ASUSTeK
54A050,ASUSTeK
6045BD,ASUSTeK
708BCD,ASUSTeK
74D02B,ASUSTeK
90E6BA,ASUSTeK
9C5C8E,ASUSTeK
A036BC,ASUSTeK
AC220B,ASUSTeK
B06EBF,ASUSTeK
BC5FF4,ASUSTeK
C87F54,ASUSTeK
D45D64,ASUSTeK
E03F49,ASUSTeK
F46D04,ASUSTeK
F832E4,ASUSTeK
FCC233,ASUSTeK
0418D6,Ubiquiti
18E829,Ubiquiti
24A43C,Ubiquiti
44D9E7,Ubiquiti
68D79A,Ubiquiti
74ACB9,Ubiquiti
788A20,Ubiquiti
802AA8,Ubiquiti
B4FBE4,Ubiquiti
D021F9,Ubiquiti
DC9FDB,Ubiquiti
E063DA,Ubiquiti
F09FC2,Ubiquiti
FC3D93,Ubiquiti
FCECDA,Ubiquiti
001349,Zyxel
00A0C5,Zyxel
0023F8,Zyxel
008A5E,Zyxel
109FA9,Zyxel
28285D,Zyxel
409BCD,Zyxel
7C8BCA,Zyxel
9C50D1,Zyxel
B0B236,Zyxel
BC649F,Zyxel
C86C87,Zyxel
D0C7C0,Zyxel
EC43F6,Zyxel
001150,Belkin
001630,Belkin
08863B,Belkin
08BD43,Belkin
149182,Belkin
944452,Belkin
B4750E,Belkin
C036D8,Belkin
C0562D,Belkin
E8F1B0,Belkin
EC1A59,Belkin
0011E3,Linksys
000C41,Linksys
000F66,Linksys
001217,Linksys
001310,Linksys
0014BF,Linksys
001559,Linksys
001625,Linksys
0016B6,Linksys
001839,Linksys
001A70,Linksys
001E58,Linksys
002369,Linksys
2C3033,Linksys
589835,Linksys
6CB0CE,Linksys
C05627,Linksys
0015A0,Actiontec
0019E4,Actiontec
0026B8,Actiontec
44E137,Actiontec
B077AC,Actiontec
00265A,Comcast
042155,Comcast
4401E0,Comcast
7CF05F,Comcast
9CD643,Comcast
BCEC5D,Comcast
082C4E,Arris
10868C,Arris
202583,Arris
44E138,Arris
541DDF,Arris
64B473,Arris
843299,Arris
906F65,Arris
A42B8C,Arris
BC644B,Arris
F82DC0,Arris
000E2E,Edimax
00E04C,Realtek
00E04B,Realtek
48F348,Realtek
801F02,Edimax
74DADA,D-Link
00507F,DrayTek
001E80,MikroTik
2C30EC,MikroTik
4C5E0C,MikroTik
6C3B6B,MikroTik
B8686B,MikroTik
C80E77,MikroTik
D4CA6D,MikroTik
E463DA,MikroTik
48EE0C,MikroTik
000B3B,Ruckus
0022CE,Ruckus
14D11F,Ruckus
24799A,Ruckus
4C1094,Ruckus
58B633,Ruckus
8405FC,Ruckus
8C0C90,Ruckus
A4C3F0,Ruckus
C4EED2,Ruckus
F0E4A2,Ruckus
001A4D,Giga-Byte
304ECE,Giga-Byte
5404A6,Giga-Byte
94DE80,Giga-Byte
B42E99,Giga-Byte
E06995,Giga-Byte
000D87,Elitegroup
000E2E,EnGenius
000F3D,EnGenius
001188,EnGenius
003452,EnGenius
047E4A,EnGenius
88DC96,EnGenius
000B82,Grandstream
00267E,Parrot
281877,Lenovo
4C0BBE,Lenovo
5CF3FC,Lenovo
7C7A91,Lenovo
8C164F,Lenovo
985D82,Lenovo
C82E18,Lenovo
F0761C,Lenovo
001F3F,AVM
246511,AVM
383B26,AVM
4C09D4,AVM
ACB57D,AVM
B009D3,AVM
C8D7B0,AVM
C80E14,Sagemcom
D084B0,Sagemcom
DC39DE,Sagemcom
78340A,Razer
089E08,Google WiFi
D48564,Google WiFi
000B0E,Trapeze
00904B,Gemtek
0003C9,TRENDnet
001372,TRENDnet
10DA43,Netgear
20E52A,Netgear
285AEB,Netgear
2CB05D,Netgear
6036DD,Netgear
6CB0CE,Netgear
8418D6,Netgear
9CC9EB,Netgear
B07FB9,Netgear
C4046E,Netgear
DCEF09,Netgear
E4F4C6,Netgear
F8328B,Netgear
001A2F,Cisco
0024C3,Cisco
0025B5,Cisco
0027E3,Cisco
002CC8,Cisco
003A9A,Cisco
0040F4,Cisco
005056,Cisco
006B7E,Cisco
18EF63,Cisco
1CE6C7,Cisco
200BC7,Cisco
24E9B3,Cisco
3CB87A,Cisco
44ADD9,Cisco
4CE176,Cisco
5CE1B6,Cisco
6C20B0,Cisco
7CE2CA,Cisco
8CAAE6,Cisco
A03D6F,Cisco
A4A2E6,Cisco
B4B52F,Cisco
D8B190,Cisco
E4AA5D,Cisco
F4DB2E,Cisco
F4CFE2,Cisco
000F20,Hewlett Pk
001185,Hewlett Pk
001321,Hewlett Pk
001560,Hewlett Pk
001871,Hewlett Pk
001A4B,Hewlett Pk
001CC4,Hewlett Pk
0021B7,Hewlett Pk
002655,Hewlett Pk
002481,Hewlett Pk
3822D6,Hewlett Pk
6CC217,Hewlett Pk
80C16E,Hewlett Pk
98E7F4,Hewlett Pk
B499BA,Hewlett Pk
D07E28,Hewlett Pk
D4C9EF,Hewlett Pk
B83861,Samsung Dis
7831C1,Samsung Dis
